词语	词性	词频	一元概率
Pare...	n	1	0.000007
PaulHevin	n	1	0.000007
Rockport	n	1	0.000007
SPV	n	1	0.000007
Shanghai	n	1	0.000007
Shibor	n	1	0.000007
SoC	n	1	0.000007
TE	n	1	0.000007
URL	n	1	0.000007
VIP	n	1	0.000007
VIPABC	n	1	0.000007
WLAN	n	1	0.000007
[2009]	n	1	0.000007
[2010]	n	1	0.000007
[2011]	n	1	0.000007
[2012]	n	1	0.000007
[基本案情]	n	1	0.000007
bsdaj.baoshan.sh.cn	n	1	0.000007
center	n	1	0.000007
honeys	n	1	0.000007
http	n	1	0.000007
law.eastday.com	n	1	0.000007
plusmn	n	1	0.000007
sloggi	n	1	0.000007
webindex.jsp	n	1	0.000007
www.fangdi.com.cn	n	1	0.000007
www.lawyers.com.cn	n	1	0.000007
www.shfft.com	n	1	0.000007
www.shfg.gov.cn	n	1	0.000007
２００１年	t	1	0.000007
艾宝俊	nr	1	0.000007
安吉	ns	1	0.000007
安检	n	1	0.000007
安检员	n	1	0.000007
安居	vn	1	0.000007
安全	a	1	0.000007
安全阀	n	1	0.000007
安心	ad	1	0.000007
按摩	v	1	0.000007
暗访	vn	1	0.000007
奥林匹克	nz	1	0.000007
奥运会	n	1	0.000007
八字	n	1	0.000007
巴楚	ns	1	0.000007
拔尖	a	1	0.000007
把关	vi	1	0.000007
白茅岭	nr	1	0.000007
百分之	m	1	0.000007
百色	ns	1	0.000007
百兆进	nr	1	0.000007
摆脱	v	1	0.000007
拜耳	nrf	1	0.000007
班尼	nrf	1	0.000007
板块	n	1	0.000007
版权	n	1	0.000007
伴随	v	1	0.000007
办公	vi	1	0.000007
办公会	n	1	0.000007
办证	v	1	0.000007
帮困	v	1	0.000007
包容	v	1	0.000007
包装	vn	1	0.000007
包租	v	1	0.000007
保安员	n	1	0.000007
保定	ns	1	0.000007
保管员	n	1	0.000007
保护区	n	1	0.000007
保龄球	n	1	0.000007
保卫	v	1	0.000007
保温	a	1	0.000007
保险费	n	1	0.000007
保险金	n	1	0.000007
保修期	n	1	0.000007
保证金	n	1	0.000007
保证书	n	1	0.000007
保值	vi	1	0.000007
抱歉	a	1	0.000007
报酬	n	1	0.000007
报答	v	1	0.000007
报道	v	1	0.000007
报废	v	1	0.000007
报废	vn	1	0.000007
报警器	n	1	0.000007
报批	vn	1	0.000007
报请	v	1	0.000007
暴雨	n	1	0.000007
北侧	f	1	0.000007
北斗	n	1	0.000007
北郊	s	1	0.000007
贝孚	nr	1	0.000007
倍增	vi	1	0.000007
被动	ad	1	0.000007
本届	r	1	0.000007
本来	b	1	0.000007
本来	d	1	0.000007
本色	n	1	0.000007
本土化	v	1	0.000007
本着	p	1	0.000007
比率	n	1	0.000007
比萨	ns	1	0.000007
碧波	n	1	0.000007
必需品	n	1	0.000007
必要	an	1	0.000007
避免	v	1	0.000007
避难	vn	1	0.000007
编号	vi	1	0.000007
编入	v	1	0.000007
编审	vn	1	0.000007
编纂	v	1	0.000007
变电	vn	1	0.000007
变电站	n	1	0.000007
变现	v	1	0.000007
变质	vi	1	0.000007
辨别	v	1	0.000007
标题	n	1	0.000007
标志	n	1	0.000007
表达	v	1	0.000007
表现	v	1	0.000007
表演	vn	1	0.000007
别致	a	1	0.000007
宾士域	nz	1	0.000007
冰激凌	n	1	0.000007
病床	n	1	0.000007
病房	n	1	0.000007
病历	n	1	0.000007
并存	vi	1	0.000007
并轨	vn	1	0.000007
并联	vn	1	0.000007
并且	c	1	0.000007
并入	v	1	0.000007
播种	vn	1	0.000007
波动	n	1	0.000007
波动	vi	1	0.000007
波动	vn	1	0.000007
博士	n	1	0.000007
博文明	nr	1	0.000007
补偿	v	1	0.000007
补交	v	1	0.000007
补贴款	n	1	0.000007
不便	a	1	0.000007
不好	a	1	0.000007
不可或缺	al	1	0.000007
不谋而合	vl	1	0.000007
不少	m	1	0.000007
不失时机	dl	1	0.000007
不时	d	1	0.000007
不妥	a	1	0.000007
不悦	a	1	0.000007
不知	v	1	0.000007
不足	a	1	0.000007
不足	v	1	0.000007
步法	n	1	0.000007
部长	n	1	0.000007
部队	n	1	0.000007
部件	n	1	0.000007
材料部	n	1	0.000007
采纳	v	1	0.000007
采暖	vn	1	0.000007
彩电	n	1	0.000007
彩民	nr2	1	0.000007
参股	v	1	0.000007
参观者	n	1	0.000007
参军	vi	1	0.000007
参考	v	1	0.000007
参赛	vn	1	0.000007
操作系统	nl	1	0.000007
操作员	n	1	0.000007
曹建华	nr	1	0.000007
曹立强	nr	1	0.000007
曹路	nr	1	0.000007
策源地	n	1	0.000007
测量	vn	1	0.000007
测试	vn	1	0.000007
测算	v	1	0.000007
测算	vn	1	0.000007
叉车	n	1	0.000007
查勘	vn	1	0.000007
查实	v	1	0.000007
产权证	n	1	0.000007
昌平	ns	1	0.000007
场站	n	1	0.000007
常德	ns	1	0.000007
长期以来	dl	1	0.000007
长途	b	1	0.000007
长效	n	1	0.000007
长远	ad	1	0.000007
偿付	v	1	0.000007
偿还	v	1	0.000007
厂家	n	1	0.000007
畅通	a	1	0.000007
倡导	v	1	0.000007
超标	vd	1	0.000007
超标准	d	1	0.000007
超大	b	1	0.000007
超额	vd	1	0.000007
超范围	d	1	0.000007
超量	vd	1	0.000007
超前	a	1	0.000007
超载	vn	1	0.000007
超支	v	1	0.000007
朝阳	ns	1	0.000007
车次	q	1	0.000007
车队	n	1	0.000007
车牌	n	1	0.000007
车身	n	1	0.000007
车站	n	1	0.000007
撤销	v	1	0.000007
称为	v	1	0.000007
城市化	vn	1	0.000007
成交价	n	1	0.000007
成就	n	1	0.000007
成片	d	1	0.000007
成熟	a	1	0.000007
成万	m	1	0.000007
乘车	vn	1	0.000007
乘数	n	1	0.000007
程家桥	nr	1	0.000007
惩戒	v	1	0.000007
诚心	n	1	0.000007
诚心诚意	dl	1	0.000007
承认	v	1	0.000007
承上启下	vl	1	0.000007
承受	vn	1	0.000007
承载	v	1	0.000007
承载力	n	1	0.000007
承重墙	n	1	0.000007
迟迟	d	1	0.000007
赤峰	ns	1	0.000007
充电	vn	1	0.000007
充满	v	1	0.000007
充裕	a	1	0.000007
抽检	vn	1	0.000007
抽样	vn	1	0.000007
筹办	vn	1	0.000007
筹措	vn	1	0.000007
筹集	vn	1	0.000007
筹款	vn	1	0.000007
初审	vi	1	0.000007
初始	b	1	0.000007
出发点	n	1	0.000007
出港	vn	1	0.000007
出国	vi	1	0.000007
出境	vn	1	0.000007
出口额	n	1	0.000007
出生	vn	1	0.000007
出售	vn	1	0.000007
出台	vn	1	0.000007
出土	v	1	0.000007
出席	v	1	0.000007
出资人	n	1	0.000007
除此之外	al	1	0.000007
除此之外	c	1	0.000007
除非	c	1	0.000007
储备	n	1	0.000007
储备库	n	1	0.000007
储蓄	n	1	0.000007
处理率	n	1	0.000007
传播	vn	1	0.000007
传诵	v	1	0.000007
传销	v	1	0.000007
创下	v	1	0.000007
创造性	n	1	0.000007
创制	v	1	0.000007
磁浮	b	1	0.000007
磁盘	n	1	0.000007
磁悬浮	n	1	0.000007
此后	t	1	0.000007
此事	r	1	0.000007
次序	n	1	0.000007
从古至今	bl	1	0.000007
粗放	v	1	0.000007
村民	n	1	0.000007
村庄	n	1	0.000007
存贷款	n	1	0.000007
存档	vi	1	0.000007
寸步不让	vl	1	0.000007
错误	n	1	0.000007
搭配	v	1	0.000007
达标	vi	1	0.000007
达标	vn	1	0.000007
达成	v	1	0.000007
打车	v	1	0.000007
打通	v	1	0.000007
大部分	m	1	0.000007
大动脉	n	1	0.000007
大多数	m	1	0.000007
大关	n	1	0.000007
大规模	b	1	0.000007
大家	rr	1	0.000007
大批	m	1	0.000007
大师	n	1	0.000007
大修	v	1	0.000007
大有作为	vl	1	0.000007
大雨	n	1	0.000007
大约	d	1	0.000007
大跃进	nz	1	0.000007
大致	d	1	0.000007
大众	nz	1	0.000007
大自然	n	1	0.000007
大宗	m	1	0.000007
戴德梁	nr	1	0.000007
带动力	n	1	0.000007
带领	v	1	0.000007
带头	vd	1	0.000007
代办	v	1	0.000007
代办	vn	1	0.000007
代表团	n	1	0.000007
代际	n	1	0.000007
代理费	n	1	0.000007
代言人	n	1	0.000007
贷款	vi	1	0.000007
贷款额	n	1	0.000007
担心	v	1	0.000007
单机	n	1	0.000007
单列	v	1	0.000007
单日	b	1	0.000007
弹性	n	1	0.000007
蛋白质	n	1	0.000007
当家作主	vl	1	0.000007
当天	t	1	0.000007
党费	n	1	0.000007
党史	n	1	0.000007
党政机关	n	1	0.000007
荡漾	vi	1	0.000007
档次	n	1	0.000007
导航	vi	1	0.000007
到场	vi	1	0.000007
到来	vn	1	0.000007
道德	n	1	0.000007
德威	nrf	1	0.000007
德育	n	1	0.000007
得不到	v	1	0.000007
得分	vi	1	0.000007
得以	v	1	0.000007
得益	vi	1	0.000007
得知	v	1	0.000007
的话	udh	1	0.000007
灯火	n	1	0.000007
登记证	n	1	0.000007
等待	v	1	0.000007
等等	udeng	1	0.000007
等候	v	1	0.000007
等离子体	n	1	0.000007
邓小平	nr	1	0.000007
低廉	a	1	0.000007
低迷	a	1	0.000007
低收入者	n	1	0.000007
低俗	a	1	0.000007
低速	d	1	0.000007
低位	n	1	0.000007
底蕴	n	1	0.000007
地处	v	1	0.000007
地名	n	1	0.000007
地税	n	1	0.000007
地质	n	1	0.000007
第1200	m	1	0.000007
第1201	m	1	0.000007
第123	m	1	0.000007
第14	m	1	0.000007
第187	m	1	0.000007
第49	m	1	0.000007
第9	m	1	0.000007
第991	m	1	0.000007
第二十一	m	1	0.000007
第十	m	1	0.000007
第十五	m	1	0.000007
点心	n	1	0.000007
典当	v	1	0.000007
典雅	a	1	0.000007
垫付	v	1	0.000007
电表	n	1	0.000007
电车	n	1	0.000007
电池	n	1	0.000007
电动	b	1	0.000007
电能	n	1	0.000007
电器	n	1	0.000007
电视剧	n	1	0.000007
电讯	n	1	0.000007
电影节	n	1	0.000007
电子化	vn	1	0.000007
调度员	n	1	0.000007
调剂	vn	1	0.000007
调节价	n	1	0.000007
调配	v	1	0.000007
调配	vn	1	0.000007
调试	vn	1	0.000007
调速	vn	1	0.000007
调研	v	1	0.000007
顶层	f	1	0.000007
定单	n	1	0.000007
定价	n	1	0.000007
定价	vn	1	0.000007
定居	vn	1	0.000007
定义	n	1	0.000007
定员	vn	1	0.000007
订单	n	1	0.000007
东北	s	1	0.000007
东盟	ns	1	0.000007
东平	ns	1	0.000007
东悦	nr	1	0.000007
冬寒	n	1	0.000007
董事	n	1	0.000007
董事长	n	1	0.000007
动产	n	1	0.000007
动画	n	1	0.000007
动静	n	1	0.000007
动员会	n	1	0.000007
督查	vn	1	0.000007
独居	vn	1	0.000007
独立	v	1	0.000007
独立自主	vl	1	0.000007
独特	a	1	0.000007
读本	n	1	0.000007
赌博	vi	1	0.000007
度夏	vn	1	0.000007
渡口	n	1	0.000007
短缺	vn	1	0.000007
短收	v	1	0.000007
短收	vn	1	0.000007
锻炼	vn	1	0.000007
队员	n	1	0.000007
对话	vi	1	0.000007
对口	a	1	0.000007
对口	n	1	0.000007
对面	f	1	0.000007
对内	d	1	0.000007
多方	d	1	0.000007
多角度	n	1	0.000007
多久	ryt	1	0.000007
多少	ry	1	0.000007
多数	m	1	0.000007
多谢	v	1	0.000007
多样	m	1	0.000007
多样化	vi	1	0.000007
多余	a	1	0.000007
多元化	v	1	0.000007
恩格斯	nrf	1	0.000007
儿子	n	1	0.000007
二分	v	1	0.000007
二十六日	t	1	0.000007
二十一	m	1	0.000007
二星级	b	1	0.000007
二元	b	1	0.000007
二月	t	1	0.000007
发达	a	1	0.000007
发电	vi	1	0.000007
发动	v	1	0.000007
发动机	n	1	0.000007
发稿	vi	1	0.000007
发给	v	1	0.000007
发光	vi	1	0.000007
发光	vn	1	0.000007
发卡	n	1	0.000007
发明	vn	1	0.000007
发生率	n	1	0.000007
发送	v	1	0.000007
发扬	v	1	0.000007
法纪	n	1	0.000007
法令	n	1	0.000007
法务	n	1	0.000007
法学院	n	1	0.000007
繁荣	a	1	0.000007
繁育	vn	1	0.000007
烦恼	an	1	0.000007
反哺	v	1	0.000007
反应	vn	1	0.000007
反右	vn	1	0.000007
犯罪	vi	1	0.000007
犯罪	vn	1	0.000007
方平台	nr	1	0.000007
房地产商	n	1	0.000007
房顶	n	1	0.000007
房改	vi	1	0.000007
房改	vn	1	0.000007
房款	n	1	0.000007
防洪	vi	1	0.000007
防洪	vn	1	0.000007
防伪	vn	1	0.000007
防御	v	1	0.000007
防止	v	1	0.000007
纺织	vn	1	0.000007
纺织品	n	1	0.000007
放飞	v	1	0.000007
放款	vi	1	0.000007
放弃	v	1	0.000007
放松	v	1	0.000007
放映	v	1	0.000007
放在	v	1	0.000007
非典	nz	1	0.000007
非法	b	1	0.000007
非法	d	1	0.000007
非公经济	nl	1	0.000007
非国有经济	n	1	0.000007
非技术	b	1	0.000007
非金属	n	1	0.000007
非银行	b	1	0.000007
非营利性	b	1	0.000007
非正规	b	1	0.000007
飞利浦	nz	1	0.000007
分布	vi	1	0.000007
分布式	b	1	0.000007
分层	v	1	0.000007
分房	vi	1	0.000007
分工	vi	1	0.000007
分管	v	1	0.000007
分红	vi	1	0.000007
分解	v	1	0.000007
分类	vi	1	0.000007
分权	v	1	0.000007
分散	vd	1	0.000007
分设	v	1	0.000007
分钟	qt	1	0.000007
纷纷	d	1	0.000007
奋发进取	vl	1	0.000007
奋发有为	vl	1	0.000007
奋进	vi	1	0.000007
奋力	d	1	0.000007
丰富	v	1	0.000007
封面	n	1	0.000007
封装	vn	1	0.000007
风貌	n	1	0.000007
风味	n	1	0.000007
冯剑	nr	1	0.000007
夫妇	n	1	0.000007
敷设	v	1	0.000007
孵化	v	1	0.000007
孵化	vn	1	0.000007
扶养	v	1	0.000007
辐射	v	1	0.000007
辐射力	n	1	0.000007
服从	v	1	0.000007
浮动	vn	1	0.000007
福利院	n	1	0.000007
福维克	nrf	1	0.000007
辅助	vd	1	0.000007
腐败	an	1	0.000007
副食品	n	1	0.000007
复旦	nz	1	0.000007
复核	v	1	0.000007
复合型	n	1	0.000007
复垦	vn	1	0.000007
复瑞	nr2	1	0.000007
复审	vn	1	0.000007
复式	b	1	0.000007
复苏	vi	1	0.000007
复欣	nr2	1	0.000007
复议	vi	1	0.000007
复议	vn	1	0.000007
复用	vn	1	0.000007
付款	vi	1	0.000007
负载	n	1	0.000007
负责制	n	1	0.000007
附加税	n	1	0.000007
附加值	n	1	0.000007
该馆	r	1	0.000007
该局	r	1	0.000007
该类	r	1	0.000007
该区	r	1	0.000007
该校	r	1	0.000007
该院	r	1	0.000007
改观	vn	1	0.000007
改建	vn	1	0.000007
改进	vn	1	0.000007
改善	vn	1	0.000007
改选	vn	1	0.000007
改制	vn	1	0.000007
改组	vn	1	0.000007
概况	n	1	0.000007
盖章	vi	1	0.000007
干净	a	1	0.000007
干扰	vn	1	0.000007
干预	vn	1	0.000007
肝癌	n	1	0.000007
感激	v	1	0.000007
感觉	n	1	0.000007
钢琴	n	1	0.000007
港澳台	n	1	0.000007
港湾	n	1	0.000007
高昂	a	1	0.000007
高产	b	1	0.000007
高度	n	1	0.000007
高尔夫	n	1	0.000007
高尔夫球	n	1	0.000007
高架	b	1	0.000007
高教	n	1	0.000007
高科技	n	1	0.000007
高楼	n	1	0.000007
高速	d	1	0.000007
高位	n	1	0.000007
高新	nz	1	0.000007
高性能	n	1	0.000007
高压	n	1	0.000007
高雅	a	1	0.000007
高稚	nr	1	0.000007
稿件	n	1	0.000007
告终	vi	1	0.000007
哥伦比亚	nsf	1	0.000007
革命	vn	1	0.000007
格澜	nr2	1	0.000007
个别	ad	1	0.000007
个性	n	1	0.000007
个性化	vi	1	0.000007
个性化	vn	1	0.000007
各省	r	1	0.000007
各司其职	vl	1	0.000007
给付	v	1	0.000007
给付	vn	1	0.000007
给养	n	1	0.000007
给以	vx	1	0.000007
更为	d	1	0.000007
工场	n	1	0.000007
工矿企业	nl	1	0.000007
工龄	n	1	0.000007
工农业	n	1	0.000007
工商界	n	1	0.000007
工行	n	1	0.000007
工作量	n	1	0.000007
工作室	n	1	0.000007
攻坚	vi	1	0.000007
攻克	v	1	0.000007
供气	vn	1	0.000007
供应量	n	1	0.000007
公馆	n	1	0.000007
公开信	n	1	0.000007
公平	ad	1	0.000007
公平	an	1	0.000007
公司制	n	1	0.000007
公信力	nr	1	0.000007
公益林	n	1	0.000007
公有制	n	1	0.000007
公证	n	1	0.000007
贡献度	n	1	0.000007
贡献率	n	1	0.000007
共和	n	1	0.000007
共建	vn	1	0.000007
共用	b	1	0.000007
构筑	v	1	0.000007
购得	v	1	0.000007
购买力	n	1	0.000007
估算	v	1	0.000007
古典	b	1	0.000007
谷声	nr	1	0.000007
顾村	nr	1	0.000007
固守	v	1	0.000007
关闭	v	1	0.000007
关怀	v	1	0.000007
关键性	n	1	0.000007
关联	vi	1	0.000007
关停并转	n	1	0.000007
冠亚	nz	1	0.000007
观念	n	1	0.000007
管理人	n	1	0.000007
灌溉	vn	1	0.000007
贯通	vi	1	0.000007
光盘	n	1	0.000007
广播	n	1	0.000007
广电	n	1	0.000007
广告业	n	1	0.000007
广平	ns	1	0.000007
规避	v	1	0.000007
规范化	vi	1	0.000007
规章	n	1	0.000007
归集	vn	1	0.000007
归纳	v	1	0.000007
归属	v	1	0.000007
贵族	n	1	0.000007
国家机器	nl	1	0.000007
国美电器	nt	1	0.000007
国民	n	1	0.000007
国民收入	n	1	0.000007
过渡性	n	1	0.000007
过来	vf	1	0.000007
过年	vi	1	0.000007
过去	t	1	0.000007
过夜	vi	1	0.000007
过于	d	1	0.000007
海宝	nr2	1	0.000007
海报	n	1	0.000007
海内外	s	1	0.000007
海上	s	1	0.000007
海湾	n	1	0.000007
海政	nz	1	0.000007
含有	v	1	0.000007
翰鑫	nr2	1	0.000007
夯实	v	1	0.000007
航班	n	1	0.000007
豪华	a	1	0.000007
好事	n	1	0.000007
耗时	vi	1	0.000007
核拨	v	1	0.000007
核定	vn	1	0.000007
核对	v	1	0.000007
核对	vn	1	0.000007
核减	v	1	0.000007
核燃料	n	1	0.000007
核实	vn	1	0.000007
核算	v	1	0.000007
何况	c	1	0.000007
何种	r	1	0.000007
合办	v	1	0.000007
合成氨	n	1	0.000007
合格率	n	1	0.000007
合伙人	n	1	0.000007
合力	d	1	0.000007
合适	a	1	0.000007
合水	ns	1	0.000007
合同制	n	1	0.000007
合作化	vn	1	0.000007
河间	ns	1	0.000007
河南	ns	1	0.000007
黑板	n	1	0.000007
黑龙江	ns	1	0.000007
黑色金属	nl	1	0.000007
横幅	n	1	0.000007
横贯	v	1	0.000007
恒仁	nr2	1	0.000007
恒温室	n	1	0.000007
洪福	n	1	0.000007
弘扬	v	1	0.000007
红宝石	n	1	0.000007
红十字	n	1	0.000007
红土	n	1	0.000007
后备	b	1	0.000007
后顾之忧	nl	1	0.000007
后期	f	1	0.000007
呼叫	vn	1	0.000007
胡延照	nr	1	0.000007
湖畔	n	1	0.000007
护理	v	1	0.000007
护士	n	1	0.000007
互补	vi	1	0.000007
互济	v	1	0.000007
互联网络	n	1	0.000007
互助	vn	1	0.000007
沪宁	b	1	0.000007
户户	q	1	0.000007
户均	n	1	0.000007
户口簿	n	1	0.000007
户主	n	1	0.000007
花岗石	n	1	0.000007
华安	ns	1	0.000007
华虹	nz	1	0.000007
华润	nt	1	0.000007
华西	ns	1	0.000007
华夏	nz	1	0.000007
华欣	ns	1	0.000007
华新	nr	1	0.000007
华谊	nz	1	0.000007
划拨	v	1	0.000007
划拨	vn	1	0.000007
化解	vn	1	0.000007
化为	v	1	0.000007
怀着	v	1	0.000007
环城路	n	1	0.000007
环境保护局	nt	1	0.000007
还本	vn	1	0.000007
还贷	v	1	0.000007
还贷	vn	1	0.000007
还是	d	1	0.000007
还要	d	1	0.000007
缓和	v	1	0.000007
换取	v	1	0.000007
黄蜂	n	1	0.000007
挥洒	v	1	0.000007
恢宏	a	1	0.000007
回潮	vi	1	0.000007
回复	vn	1	0.000007
回顾	v	1	0.000007
回顾	vn	1	0.000007
回应	vn	1	0.000007
回执	n	1	0.000007
毁坏	v	1	0.000007
会务	n	1	0.000007
会务费	n	1	0.000007
会员	n	1	0.000007
会员制	n	1	0.000007
会诊	vn	1	0.000007
汇编	n	1	0.000007
婚姻	n	1	0.000007
混合	v	1	0.000007
混合	vn	1	0.000007
活动室	n	1	0.000007
伙伴	n	1	0.000007
伙食	n	1	0.000007
火炬	n	1	0.000007
获奖	vn	1	0.000007
货币化	vn	1	0.000007
货运量	n	1	0.000007
基本	n	1	0.000007
基础性	n	1	0.000007
基调	n	1	0.000007
基建	n	1	0.000007
基期	n	1	0.000007
机车	n	1	0.000007
机会	n	1	0.000007
机架	n	1	0.000007
机票	n	1	0.000007
机械化	vd	1	0.000007
迹象	n	1	0.000007
激动	an	1	0.000007
激光	n	1	0.000007
激化	v	1	0.000007
激烈	a	1	0.000007
集权	vn	1	0.000007
集疏运	vn	1	0.000007
集体所有制	n	1	0.000007
集约型	b	1	0.000007
集资	vi	1	0.000007
及时性	n	1	0.000007
汲取	v	1	0.000007
即刻	d	1	0.000007
级别	n	1	0.000007
挤压	v	1	0.000007
挤压	vn	1	0.000007
挤占	v	1	0.000007
几乎	d	1	0.000007
技改	vn	1	0.000007
技监	n	1	0.000007
技术员	n	1	0.000007
季节性	n	1	0.000007
寄存	v	1	0.000007
计费	vn	1	0.000007
计量	vi	1	0.000007
计量	vn	1	0.000007
计生	n	1	0.000007
计生委	n	1	0.000007
记录	v	1	0.000007
既定	b	1	0.000007
纪念	v	1	0.000007
纪念	vn	1	0.000007
家禽	n	1	0.000007
家喻户晓	vl	1	0.000007
加工	v	1	0.000007
加工型	b	1	0.000007
加价	vn	1	0.000007
加紧	vd	1	0.000007
加剧	v	1	0.000007
加快	vn	1	0.000007
加拿大	nsf	1	0.000007
加深	v	1	0.000007
加收	v	1	0.000007
加之	cc	1	0.000007
加总	vn	1	0.000007
假日	n	1	0.000007
价廉物美	vl	1	0.000007
架次	qv	1	0.000007
架构	n	1	0.000007
架空	vn	1	0.000007
监管部门	n	1	0.000007
监事会	n	1	0.000007
监狱	n	1	0.000007
坚定	v	1	0.000007
坚决	a	1	0.000007
尖顶	n	1	0.000007
兼任	v	1	0.000007
兼营	v	1	0.000007
兼职	vn	1	0.000007
检疫	vn	1	0.000007
简易	a	1	0.000007
剪切	vn	1	0.000007
减灾	vn	1	0.000007
减震器	n	1	0.000007
鉴定	vn	1	0.000007
鉴于	p	1	0.000007
健全	a	1	0.000007
剑川	ns	1	0.000007
建党	vi	1	0.000007
建房	vi	1	0.000007
建立	vn	1	0.000007
建模	nr2	1	0.000007
建设部	nt	1	0.000007
建设性	n	1	0.000007
建造	vn	1	0.000007
建筑群	n	1	0.000007
姜平	nr	1	0.000007
姜斯宪	nr	1	0.000007
江达	ns	1	0.000007
江段	n	1	0.000007
江南	ns	1	0.000007
江宁路	nr	1	0.000007
江浦路	nr	1	0.000007
江桥	nr	1	0.000007
江西	ns	1	0.000007
奖牌	n	1	0.000007
奖项	n	1	0.000007
讲解	v	1	0.000007
匠心独具	vl	1	0.000007
交割	vn	1	0.000007
交给	v	1	0.000007
交互	b	1	0.000007
交互式	b	1	0.000007
交货值	n	1	0.000007
交通局	n	1	0.000007
交往	vi	1	0.000007
交易	v	1	0.000007
交易量	n	1	0.000007
交易员	n	1	0.000007
交织	v	1	0.000007
脚手架	n	1	0.000007
缴费	vn	1	0.000007
缴税	vi	1	0.000007
教科文卫	n	1	0.000007
教务	n	1	0.000007
教学	n	1	0.000007
教育部	nt	1	0.000007
揭批	v	1	0.000007
揭晓	vi	1	0.000007
接待处	n	1	0.000007
接待员	n	1	0.000007
接收	vn	1	0.000007
街面	n	1	0.000007
截留	v	1	0.000007
截流	vn	1	0.000007
节电	vi	1	0.000007
节前	t	1	0.000007
节庆	n	1	0.000007
节日	n	1	0.000007
节奏	n	1	0.000007
结合点	n	1	0.000007
结账	vi	1	0.000007
解读	vn	1	0.000007
解放	vn	1	0.000007
解放军	n	1	0.000007
解放思想	vl	1	0.000007
姐妹	n	1	0.000007
界限	n	1	0.000007
界线	n	1	0.000007
借入	v	1	0.000007
借助	v	1	0.000007
介质	n	1	0.000007
届满	vi	1	0.000007
金山	n	1	0.000007
金银	b	1	0.000007
紧跟	v	1	0.000007
紧迫感	n	1	0.000007
紧迫性	n	1	0.000007
进步	vi	1	0.000007
进口额	n	1	0.000007
进修	vn	1	0.000007
进一步	b	1	0.000007
近郊	s	1	0.000007
近来	t	1	0.000007
尽量	d	1	0.000007
晶体管	n	1	0.000007
精确性	n	1	0.000007
精神文明	n	1	0.000007
精通	v	1	0.000007
精制	v	1	0.000007
经常	d	1	0.000007
经过	n	1	0.000007
经济圈	n	1	0.000007
经贸	b	1	0.000007
经营者	n	1	0.000007
警察	n	1	0.000007
警察局	n	1	0.000007
警方	n	1	0.000007
警官	n	1	0.000007
警示	vn	1	0.000007
景点	n	1	0.000007
颈椎	n	1	0.000007
竞标	v	1	0.000007
净利润	n	1	0.000007
究竟	d	1	0.000007
九-一	m	1	0.000007
九日	t	1	0.000007
九月	t	1	0.000007
九州	n	1	0.000007
酒吧	n	1	0.000007
救护	vn	1	0.000007
救助金	n	1	0.000007
旧式	b	1	0.000007
就是	v	1	0.000007
就医	vn	1	0.000007
就诊	vi	1	0.000007
就诊	vn	1	0.000007
居民楼	n	1	0.000007
居于	v	1	0.000007
局部	n	1	0.000007
举国上下	nl	1	0.000007
拒绝	v	1	0.000007
据此	d	1	0.000007
巨大	a	1	0.000007
巨资	n	1	0.000007
剧院	n	1	0.000007
捐款	n	1	0.000007
捐助	vn	1	0.000007
觉得	v	1	0.000007
绝大多数	m	1	0.000007
绝对数	n	1	0.000007
均衡	an	1	0.000007
军民	n	1	0.000007
军人	n	1	0.000007
君斯通信	nrf	1	0.000007
喀什	nsf	1	0.000007
喀什地区	ns	1	0.000007
卡通	n	1	0.000007
开采	vn	1	0.000007
开创	v	1	0.000007
开发费	n	1	0.000007
开放	vn	1	0.000007
开放性	n	1	0.000007
开馆	vn	1	0.000007
开幕式	n	1	0.000007
开拓进取	vl	1	0.000007
开挖	v	1	0.000007
开源	v	1	0.000007
开张	vi	1	0.000007
凯宾斯基	nrf	1	0.000007
凯旋	vi	1	0.000007
刊登	v	1	0.000007
刊物	n	1	0.000007
勘测	vn	1	0.000007
勘查	vn	1	0.000007
看病	vi	1	0.000007
看来	v	1	0.000007
看望	v	1	0.000007
抗日	vn	1	0.000007
考试	vi	1	0.000007
颗粒	n	1	0.000007
科技馆	n	1	0.000007
科教	b	1	0.000007
科委	n	1	0.000007
可持续性	n	1	0.000007
可否	v	1	0.000007
可靠性	n	1	0.000007
可能	v	1	0.000007
可用	v	1	0.000007
克莉丝汀	nrf	1	0.000007
客观	a	1	0.000007
客货	n	1	0.000007
客流量	n	1	0.000007
课本	n	1	0.000007
肯德基	nz	1	0.000007
空调机	n	1	0.000007
空港	n	1	0.000007
空运	v	1	0.000007
控股	vi	1	0.000007
苦不堪言	vl	1	0.000007
跨越	vn	1	0.000007
快速化	v	1	0.000007
宽敞	a	1	0.000007
款项	n	1	0.000007
矿物	n	1	0.000007
矿业	n	1	0.000007
亏损额	n	1	0.000007
亏损面	n	1	0.000007
困境	n	1	0.000007
扩充	v	1	0.000007
扩建	v	1	0.000007
垃圾站	n	1	0.000007
拉动	vn	1	0.000007
拉动力	n	1	0.000007
拉面	n	1	0.000007
来临	vn	1	0.000007
来源于	v	1	0.000007
来之不易	vl	1	0.000007
蓝图	n	1	0.000007
篮球场	n	1	0.000007
浪费	v	1	0.000007
浪费	vn	1	0.000007
劳动生产率	n	1	0.000007
劳顿	an	1	0.000007
